ID,Name,Description,Contributor,Citation,Language_ID,Contribution_Type,Creator,Year,Contribution_Date,License,Copyright,URL,Source
kanite,Bible in Kanite,"The Bible, translated into Kanite.",ebible.org,Wycliffe Bible Translators (2002): Anumayamo'a Haegafa Alino Hagelafilatenea Kea [The Bible in Kanite]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/kmu_html.zip,,Primary texts,Wycliffe Bible Translators,2002,2021-04-21,CCBYNCND-4.0,"Copyright © 2002 Wycliffe Bible Translators, Inc.",https://ebible.org/Scriptures/kmu_html.zip,CLD-Bible-kanite
lubuagankalinga,Bible in Lubuagan Kalinga,"The Bible, translated into Lubuagan Kalinga.",ebible.org,"Wycliffe Bible Translators, Inc. (2019): Ha Ugud Apudyus [The Bible in Lubuagan Kalinga]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/knb_html.zip",,Primary texts,"Wycliffe Bible Translators, Inc.",2019,2020-11-18,All rights reserved,"Copyright © 2019 Wycliffe Bible Translators, Inc.",https://ebible.org/Scriptures/knb_html.zip,CLD-Bible-lubuagankalinga
kankanaey,Bible in Kankanaey,"The Bible, translated into Kankanaey.",ebible.org,"Wycliffe Bible Translators of Canada, Inc. (2016): Kankanaey Bible [The Bible in Kankanaey]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/kne_html.zip",,Primary texts,"Wycliffe Bible Translators of Canada, Inc.",2016,2016-06-08,CCBYNCND-4.0,"Copyright © 2016 Wycliffe Bible Translators of Canada, Inc.",https://ebible.org/Scriptures/kne_html.zip,CLD-Bible-kankanaey
mankanya,Bible in Mankanya,"The Bible, translated into Mankanya.",ebible.org,Wycliffe Bible Translators (2014): Ulibra wi Naşibaţi [The Bible in Mankanya]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/knf_html.zip,,Primary texts,Wycliffe Bible Translators,2014,2015-03-17,CCBYNCND-4.0,"Copyright © 2014 Wycliffe Bible Translators, Inc.",https://ebible.org/Scriptures/knf_html.zip,CLD-Bible-mankanya
akatekont,Bible in Akateko,"The Bible, translated into Akateko.",ebible.org,"Wycliffe Bible Translators, Inc. (2012): Ja' An Nuevo Testamento [The Bible in Akateko]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/knjNT_html.zip",,Primary texts,"Wycliffe Bible Translators, Inc.",2012,2014-04-21,CCBYNCND-4.0,"Copyright © 2012 Wycliffe Bible Translators, Inc.",https://ebible.org/Scriptures/knjNT_html.zip,CLD-Bible-akatekont
taboaramia,Bible in Tabo,"The Bible, translated into Tabo.",ebible.org,Wycliffe Bible Translators (2006): GODOKONO HIDO TABO [The Bible in Tabo]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/knv-aramia_html.zip,,Primary texts,Wycliffe Bible Translators,2006,2024-03-05,CCBYNCND-4.0,"Copyright © 2006, 2023 The Bible Society of Papua New Guinea and Wycliffe Bible Translators, Inc.",https://ebible.org/Scriptures/knv-aramia_html.zip,CLD-Bible-taboaramia
cogui,Bible in Cogui,"The Bible, translated into Cogui.",ebible.org,"Wycliffe Bible Translators, Inc. (2015): Jatetshi múldigaba [The Bible in Cogui]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/kog_html.zip",,Primary texts,"Wycliffe Bible Translators, Inc.",2015,2020-11-18,All rights reserved,"Copyright © 2015 Wycliffe Bible Translators, Inc.",https://ebible.org/Scriptures/kog_html.zip,CLD-Bible-cogui
kosraean,Bible in Kosraean,"The Bible, translated into Kosraean.",ebible.org,Elizabeth Baldwin (): BIBLE MUTAL [The Bible in Kosraean]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/kos_html.zip,,Primary texts,Elizabeth Baldwin,,2024-02-09,Public Domain,public domain,https://ebible.org/Scriptures/kos_html.zip,CLD-Bible-kosraean
komba,Bible in Komba,"The Bible, translated into Komba.",ebible.org,Wycliffe Bible Translators (1980): SIŊGI ÂLIP EKAP [The Bible in Komba]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/kpf_html.zip,,Primary texts,Wycliffe Bible Translators,1980,2015-01-06,CCBYNCND-4.0,"Copyright © 1980 Wycliffe Bible Translators, Inc.",https://ebible.org/Scriptures/kpf_html.zip,CLD-Bible-komba
kapingamarangi,Bible in Kapingamarangi,"The Bible, translated into Kapingamarangi.",ebible.org,The Kapingamarangi Bible translation committee (1996): Beebaa Dabu [The Bible in Kapingamarangi]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/kpg_html.zip,,Primary texts,The Kapingamarangi Bible translation committee,1996,2015-04-24,CCBYND-4.0,"Copyright © 1996, 2014 The Kapingamarangi Bible translation committee",https://ebible.org/Scriptures/kpg_html.zip,CLD-Bible-kapingamarangi
karajant,Bible in Karajá,"The Bible, translated into Karajá.",ebible.org,"Wycliffe Bible Translators, Inc. (2011): Deuxu Rybe Tyyriti [The Bible in Karajá]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/kpjNT_html.zip",,Primary texts,"Wycliffe Bible Translators, Inc.",2011,2014-04-27,CCBYNCND-4.0,"Copyright © 2011 Wycliffe Bible Translators, Inc.",https://ebible.org/Scriptures/kpjNT_html.zip,CLD-Bible-karajant
korafeyegha,Bible in Korafe-Yegha,"The Bible, translated into Korafe-Yegha.",ebible.org,Wycliffe Bible Translators (1984): God Da Geka Seka [The Bible in Korafe-Yegha]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/kpr_html.zip,,Primary texts,Wycliffe Bible Translators,1984,2023-09-23,CCBYNCND-4.0,"Copyright © 1984, 2023 Wycliffe Bible Translators, Inc.",https://ebible.org/Scriptures/kpr_html.zip,CLD-Bible-korafeyegha
kobon,Bible in Kobon,"The Bible, translated into Kobon.",ebible.org,Wycliffe Bible Translators (2005): Manö Kamɨŋ [The Bible in Kobon]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/kpw_html.zip,,Primary texts,Wycliffe Bible Translators,2005,2015-01-26,CCBYNCND-4.0,Copyright © 2005 The Bible Society of Papua New Guinea,https://ebible.org/Scriptures/kpw_html.zip,CLD-Bible-kobon
mountainkoiali,Bible in Mountain Koiali,"The Bible, translated into Mountain Koiali.",ebible.org,Wycliffe Bible Translators (1981): Buka Tumute [The Bible in Mountain Koiali]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/kpx_html.zip,,Primary texts,Wycliffe Bible Translators,1981,2015-01-26,CCBYNCND-4.0,"Copyright © 1981 Wycliffe Bible Translators, Inc.",https://ebible.org/Scriptures/kpx_html.zip,CLD-Bible-mountainkoiali
mum,Bible in Mum,"The Bible, translated into Mum.",ebible.org,Pioneer Bible Translators (2017): Mum Language NT Portions [The Bible in Mum]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/kqa_html.zip,,Primary texts,Pioneer Bible Translators,2017,2022-06-21,CCBYND-4.0,Copyright © 2017 Pioneer Bible Translators,https://ebible.org/Scriptures/kqa_html.zip,CLD-Bible-mum
doromukoki,Bible in Doromu-Koki,"The Bible, translated into Doromu-Koki.",ebible.org,Wycliffe Bible Translators (2011): Sei di Uka Ago Ruaka [The Bible in Doromu-Koki]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/kqc_html.zip,,Primary texts,Wycliffe Bible Translators,2011,2017-03-15,CCBYND-4.0,"Copyright © 2011-2016 Wycliffe Bible Translators, Inc.",https://ebible.org/Scriptures/kqc_html.zip,CLD-Bible-doromukoki
kalagan,Bible in Kalagan,"The Bible, translated into Kalagan.",ebible.org,"Wycliffe Bible Translators, Inc. (2012): Kalagan [The Bible in Kalagan]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/kqe_html.zip",,Primary texts,"Wycliffe Bible Translators, Inc.",2012,2020-11-18,All rights reserved,"Copyright © 2012-2019 Wycliffe Bible Translators, Inc.",https://ebible.org/Scriptures/kqe_html.zip,CLD-Bible-kalagan
kalaganw,Bible in Kalagan,"The Bible, translated into Kalagan.",ebible.org,"Wycliffe Bible Translators, Inc. (2019): Kitab Injil [The Bible in Kalagan]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/kqew_html.zip",,Primary texts,"Wycliffe Bible Translators, Inc.",2019,2020-11-18,All rights reserved,"Copyright © 2019 Wycliffe Bible Translators, Inc.",https://ebible.org/Scriptures/kqew_html.zip,CLD-Bible-kalaganw
kakabai,Bible in Kakabai,"The Bible, translated into Kakabai.",ebible.org,Wycliffe Bible Translators (2010): Giu visuvisuna [The Bible in Kakabai]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/kqf_html.zip,,Primary texts,Wycliffe Bible Translators,2010,2024-03-27,CCBYNCND-4.0,"Copyright © 2010-2023 Wycliffe Bible Translators, Inc.",https://ebible.org/Scriptures/kqf_html.zip,CLD-Bible-kakabai
kyenele,Bible in Kyenele,"The Bible, translated into Kyenele.",ebible.org,Pioneer Bible Translators (1992): Mak Kiañiŋ Balaŋ [The Bible in Kyenele]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/kql_html.zip,,Primary texts,Pioneer Bible Translators,1992,2022-06-21,CCBYND-4.0,Copyright © 1992 Pioneer Bible Translators,https://ebible.org/Scriptures/kql_html.zip,CLD-Bible-kyenele
kimre,Bible in Kimre,"The Bible, translated into Kimre.",ebible.org,"Wycliffe Bible Translators, Inc. (2007): Magtubu tôô toɲ biɲare to kôrbi [The Bible in Kimre]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/kqp_html.zip",,Primary texts,"Wycliffe Bible Translators, Inc.",2007,2020-11-18,All rights reserved,"Copyright © 2007 Wycliffe Bible Translators, Inc.",https://ebible.org/Scriptures/kqp_html.zip,CLD-Bible-kimre
kandas,Bible in Kandas,"The Bible, translated into Kandas.",ebible.org,Wycliffe Bible Translators (2011): Buk Baibel long tokples Kandas [The Bible in Kandas]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/kqw_html.zip,,Primary texts,Wycliffe Bible Translators,2011,2019-04-02,CCBYNCND-4.0,"Copyright © 2011-2019 Wycliffe Bible Translators, Inc.",https://ebible.org/Scriptures/kqw_html.zip,CLD-Bible-kandas
kinaraya,Bible in Kinaray-a,"The Bible, translated into Kinaray-a.",ebible.org,"Wycliffe Bible Translators, Inc. (2009): Kinaray-a NT [The Bible in Kinaray-a]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/krj_html.zip",,Primary texts,"Wycliffe Bible Translators, Inc.",2009,2020-11-18,All rights reserved,"Copyright © 2009 Wycliffe Bible Translators, Inc.",https://ebible.org/Scriptures/krj_html.zip,CLD-Bible-kinaraya
karon,Bible in Karon,"The Bible, translated into Karon.",ebible.org,SIL International (in Africa) (2018): Kuloonaay [The Bible in Karon]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/krx_html.zip,,Primary texts,SIL International (in Africa),2018,2020-11-18,All rights reserved,"Copyright © 2018 Wycliffe Bible Translators, Inc.",https://ebible.org/Scriptures/krx_html.zip,CLD-Bible-karon
bangad,Bible in Bangad,"The Bible, translated into Bangad.",ebible.org,"Wycliffe Bible Translators, Inc. (1986): Na ukud Apudyus [The Bible in Bangad]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/ksc_html.zip",,Primary texts,"Wycliffe Bible Translators, Inc.",1986,2020-12-01,All rights reserved,"Copyright © 1986 Wycliffe Bible Translators, Inc.",https://ebible.org/Scriptures/ksc_html.zip,CLD-Bible-bangad
kuanua,Bible in Kuanua,"The Bible, translated into Kuanua.",ebible.org,Bible Society of Papua New Guinea (1882): A BUK TABU A MAULANA KUNUBU ma A KALAMANA KUNUBU [The Bible in Kuanua]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/ksd_html.zip,,Primary texts,Bible Society of Papua New Guinea,1882,2015-01-26,CCBYNCND-4.0,Copyright © 1882-1983 Bible Society of Papua New Guinea,https://ebible.org/Scriptures/ksd_html.zip,CLD-Bible-kuanua
uare,Bible in Uare,"The Bible, translated into Uare.",ebible.org,Wycliffe Bible Translators (2017): Uare Bible [The Bible in Uare]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/ksj_html.zip,,Primary texts,Wycliffe Bible Translators,2017,2017-05-15,CCBYNCND-4.0,"Copyright © 2017 Wycliffe Bible Translators, Inc.",https://ebible.org/Scriptures/ksj_html.zip,CLD-Bible-uare
kaba,Bible in Kaba,"The Bible, translated into Kaba.",ebible.org,"Wycliffe Bible Translators, Inc. (2015): Tar le Lubba ke tar Kabba [The Bible in Kaba]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/ksp_html.zip",,Primary texts,"Wycliffe Bible Translators, Inc.",2015,2020-11-18,All rights reserved,"Copyright © 2015 Wycliffe Bible Translators, Inc.",https://ebible.org/Scriptures/ksp_html.zip,CLD-Bible-kaba
borong,Bible in Borong,"The Bible, translated into Borong.",ebible.org,Wycliffe Bible Translators (2002): Uumeleembaa Buŋa Tere Soomoŋgo Gbilia [The Bible in Borong]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/ksr_html.zip,,Primary texts,Wycliffe Bible Translators,2002,2015-01-26,CCBYNCND-4.0,"Copyright © 2002, 2011 The Bible Society of Papua New Guinea",https://ebible.org/Scriptures/ksr_html.zip,CLD-Bible-borong
plapokrumen,Bible in Plapo Krumen,"The Bible, translated into Plapo Krumen.",ebible.org,"Wycliffe Bible Translators, Inc. (2003): Nyɩsʋa a ꞊haanttie [The Bible in Plapo Krumen]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/ktj_html.zip",,Primary texts,"Wycliffe Bible Translators, Inc.",2003,2020-11-30,All rights reserved,"Copyright © 2003 Wycliffe Bible Translators, Inc.",https://ebible.org/Scriptures/ktj_html.zip,CLD-Bible-plapokrumen
kurti,Bible in Kurti,"The Bible, translated into Kurti.",ebible.org,Wycliffe Bible Translators (2011): Kurti Baibel [The Bible in Kurti]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/ktm_html.zip,,Primary texts,Wycliffe Bible Translators,2011,2016-09-13,CCBYND-4.0,"Copyright © 2011 Wycliffe Bible Translators, Inc.",https://ebible.org/Scriptures/ktm_html.zip,CLD-Bible-kurti
kuot,Bible in Kuot,"The Bible, translated into Kuot.",ebible.org,Wycliffe Bible Translators (2001): Bais Ula Mumuru Aime Iesu [The Bible in Kuot]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/kto_html.zip,,Primary texts,Wycliffe Bible Translators,2001,2013-01-08,CCBYNCND-4.0,"Copyright © 2001 Wycliffe Bible Translators, Inc.",https://ebible.org/Scriptures/kto_html.zip,CLD-Bible-kuot
auhelawa2014,Bible in 'Auhelawa,"The Bible, translated into 'Auhelawa.",ebible.org,"Wycliffe Bible Translators, Inc. (2014): Yaubada Yana Walo Yemidi Vauvauna [The Bible in 'Auhelawa]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/kud2014_html.zip",,Primary texts,"Wycliffe Bible Translators, Inc.",2014,2020-11-11,All rights reserved,"Copyright © 2014 Wycliffe Bible Translators, Inc.",https://ebible.org/Scriptures/kud2014_html.zip,CLD-Bible-auhelawa2014
auhelawa,Bible in 'Auhelawa,"The Bible, translated into 'Auhelawa.",ebible.org,Papua New Guinea Bible Translation Association (2008): YAUBADA YANA WALO YEMIDI VAUVAUNA [The Bible in 'Auhelawa]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/kud_html.zip,,Primary texts,Papua New Guinea Bible Translation Association,2008,2015-01-26,CCBYNCND-4.0,"Copyright © 2008 Papua New Guinea Bible Translation Association, Inc.",https://ebible.org/Scriptures/kud_html.zip,CLD-Bible-auhelawa
kuman,Bible in Kuman,"The Bible, translated into Kuman.",ebible.org,Wycliffe Bible Translators (2008): YESUS KAMO WAKAI [The Bible in Kuman]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/kue_html.zip,,Primary texts,Wycliffe Bible Translators,2008,2015-01-26,CCBYNCND-4.0,Copyright © 2008 The Bible Society of Papua New Guinea,https://ebible.org/Scriptures/kue_html.zip,CLD-Bible-kuman
kunimaipa,Bible in Kunimaipa,"The Bible, translated into Kunimaipa.",ebible.org,Wycliffe Bible Translators (1989): Baiñetinavoz Tep Tokatit [The Bible in Kunimaipa]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/kup_html.zip,,Primary texts,Wycliffe Bible Translators,1989,2015-01-26,CCBYNCND-4.0,"Copyright © 1989, 2002 Wycliffe Bible Translators, Inc.",https://ebible.org/Scriptures/kup_html.zip,CLD-Bible-kunimaipa
kusaal,Bible in Kusaal,"The Bible, translated into Kusaal.",ebible.org,"Wycliffe Bible Translators, Inc. (1996): Winaꞌam Gbauŋ (Ghana) [The Bible in Kusaal]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/kus_html.zip",,Primary texts,"Wycliffe Bible Translators, Inc.",1996,2020-11-18,All rights reserved,"Copyright © 1996 Wycliffe Bible Translators, Inc.",https://ebible.org/Scriptures/kus_html.zip,CLD-Bible-kusaal
kukatja,Bible in Kukatja,"The Bible, translated into Kukatja.",ebible.org, (2018): Kukatja Scriptures [The Bible in Kukatja]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/kux_html.zip,,Primary texts,,2018,2023-10-13,CCBYNCND-4.0,Copyright © 2018 Wycliffe Bible Translators,https://ebible.org/Scriptures/kux_html.zip,CLD-Bible-kukatja
kuniboazi,Bible in Kuni-Boazi,"The Bible, translated into Kuni-Boazi.",ebible.org,Wycliffe Switzerland (2015): Mbumbukiam-qa Manqat Mbomambaqape [The Bible in Kuni-Boazi]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/kvg_html.zip,,Primary texts,Wycliffe Switzerland,2015,2024-05-06,CCBYNCND-4.0,Copyright © 2015 Wycliffe Switzerland,https://ebible.org/Scriptures/kvg_html.zip,CLD-Bible-kuniboazi
borderkunant,Bible in Border Kuna,"The Bible, translated into Border Kuna.",ebible.org,"Wycliffe Bible Translators, Inc. (2009): Pab tummad karta pab Jesucristobal igal-pin mezhijad [The Bible in Border Kuna]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/kvnNT_html.zip",,Primary texts,"Wycliffe Bible Translators, Inc.",2009,2014-04-30,CCBYNCND-4.0,"Copyright © 2009 Wycliffe Bible Translators, Inc.",https://ebible.org/Scriptures/kvnNT_html.zip,CLD-Bible-borderkunant
kwaio,Bible in Kwaio,"The Bible, translated into Kwaio.",ebible.org,Wycliffe Bible Translators (2013): Fatalana God [The Bible in Kwaio]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/kwd_html.zip,,Primary texts,Wycliffe Bible Translators,2013,2022-03-11,CCBYNCND-4.0,"Copyright © 2013 Wycliffe Bible Translators, Inc.",https://ebible.org/Scriptures/kwd_html.zip,CLD-Bible-kwaio
kwaraae,Bible in Kwara'ae,"The Bible, translated into Kwara'ae.",ebible.org,SITAG (2003): Fau Alanga'inga Faolu Ana Ala'anga Kwara'ae [The Bible in Kwara'ae]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/kwf_html.zip,,Primary texts,SITAG,2003,2017-11-14,CCBYND-4.0,"Copyright © 2003 Wycliffe Bible Translators, Inc.",https://ebible.org/Scriptures/kwf_html.zip,CLD-Bible-kwaraae
awacuaiquer,Bible in Awa-Cuaiquer,"The Bible, translated into Awa-Cuaiquer.",ebible.org,"Wycliffe Bible Translators, Inc. (2002): Masas Pit Jesucristowa [The Bible in Awa-Cuaiquer]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/kwi_html.zip",,Primary texts,"Wycliffe Bible Translators, Inc.",2002,2014-08-06,CCBYNCND-4.0,"Copyright © 2002 Wycliffe Bible Translators, Inc.",https://ebible.org/Scriptures/kwi_html.zip,CLD-Bible-awacuaiquer
kwanga,Bible in Kwanga,"The Bible, translated into Kwanga.",ebible.org,Wycliffe Bible Translators (1992): Kwanga New Testament [The Bible in Kwanga]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/kwj_html.zip,,Primary texts,Wycliffe Bible Translators,1992,2015-01-26,CCBYNCND-4.0,"Copyright © 1992 Wycliffe Bible Translators, Inc.",https://ebible.org/Scriptures/kwj_html.zip,CLD-Bible-kwanga
manumanawkaren,Bible in Manumanaw Karen,"The Bible, translated into Manumanaw Karen.",ebible.org, (2020): TAFO AYO [The Bible in Manumanaw Karen]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/kxf_html.zip,,Primary texts,,2020,2020-11-19,All rights reserved,"Copyright © 2020 Wycliffe Bible Translators, Inc. and ACOTBA-SUBO",https://ebible.org/Scriptures/kxf_html.zip,CLD-Bible-manumanawkaren
kuvi,Bible in Kuvi,"The Bible, translated into Kuvi.",ebible.org,The Word for the World International (2020): ପୁଃନି ମେ଼ରା [The Bible in Kuvi]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/kxv_html.zip,,Primary texts,The Word for the World International,2020,2023-04-12,CCBY-4.0,Copyright © 2020 The Word for the World International,https://ebible.org/Scriptures/kxv_html.zip,CLD-Bible-kuvi
konai,Bible in Konai,"The Bible, translated into Konai.",ebible.org,"Wycliffe Bible Translators, Inc. (2014): Godiha̱ Ta̱ Bolofe̱i̱ [The Bible in Konai]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/kxw_html.zip",,Primary texts,"Wycliffe Bible Translators, Inc.",2014,2022-08-19,All rights reserved,"Copyright © 2014 Wycliffe Bible Translators, Inc.",https://ebible.org/Scriptures/kxw_html.zip,CLD-Bible-konai
butbutkalinga,Bible in Butbut Kalinga,"The Bible, translated into Butbut Kalinga.",ebible.org,TAP Philippines (2019): Nan Ukud Apudyus [The Bible in Butbut Kalinga]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/kyb_html.zip,,Primary texts,TAP Philippines,2019,2020-11-16,All rights reserved,"Copyright © 2019 Wycliffe Bible Translators, Inc.",https://ebible.org/Scriptures/kyb_html.zip,CLD-Bible-butbutkalinga
kyaka,Bible in Kyaka,"The Bible, translated into Kyaka.",ebible.org, (1973): BUKU BAEPOLE [The Bible in Kyaka]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/kyc_html.zip,,Primary texts,,1973,2015-01-26,CCBYNCND-4.0,"Copyright © 1973, 1980, 1987 The Bible Society of Papua New Guinea",https://ebible.org/Scriptures/kyc_html.zip,CLD-Bible-kyaka
kouya,Bible in Kouya,"The Bible, translated into Kouya.",ebible.org,Wycliffe Bible Translators (2002): ʼWʋsuslolue loluu ʼsɛbhɛ [The Bible in Kouya]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/kyf_html.zip,,Primary texts,Wycliffe Bible Translators,2002,2015-03-17,CCBYNCND-4.0,"Copyright © 2002 Wycliffe Bible Translators, Inc.",https://ebible.org/Scriptures/kyf_html.zip,CLD-Bible-kouya
keyagana,Bible in Keyagana,"The Bible, translated into Keyagana.",ebible.org,"Wycliffe Bible Translators, Inc. (2001): Saufa Kotalake Gemae [The Bible in Keyagana]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/kyg_html.zip",,Primary texts,"Wycliffe Bible Translators, Inc.",2001,2015-01-26,CCBYNCND-4.0,"Copyright © 2001 Wycliffe Bible Translators, Inc.",https://ebible.org/Scriptures/kyg_html.zip,CLD-Bible-keyagana
kenga,Bible in Kenga,"The Bible, translated into Kenga.",ebible.org,Wycliffe Bible Translators (2012): Kitapm kɛn Raa dɔɔko kiji ute jeege [The Bible in Kenga]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/kyq_html.zip,,Primary texts,Wycliffe Bible Translators,2012,2015-03-17,CCBYNCND-4.0,"Copyright © 2012 Wycliffe Bible Translators, Inc.",https://ebible.org/Scriptures/kyq_html.zip,CLD-Bible-kenga
westernkayah,Bible in Western Kayah,"The Bible, translated into Western Kayah.",ebible.org,"Wycliffe Bible Translators, Inc. (2014): Lisǎsè̌ Athè̌ - Kayǎ Ngó̤ [The Bible in Western Kayah]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/kyu_html.zip",,Primary texts,"Wycliffe Bible Translators, Inc.",2014,2020-11-25,All rights reserved,"Copyright © 2014 Wycliffe Bible Translators, Inc.",https://ebible.org/Scriptures/kyu_html.zip,CLD-Bible-westernkayah
westernkayahk,Bible in Western Kayah,"The Bible, translated into Western Kayah.",ebible.org,"Wycliffe Bible Translators, Inc. (2021): ꤜꤤ꤬ꤡꤢ꤭ꤏꤢꤧ꤭ ꤢ꤬ꤞꤢꤧ꤭ ꤔꤢ ꤜꤤ꤬ꤡꤢ꤭ꤏꤢꤧ꤭ ꤢ꤬ꤜꤟꤛꤢꤩ꤭ ꤒꤢ꤬ꤟꤢꤩ꤬ ꤊꤢ꤬ꤛꤢ꤭ꤜꤟꤤ꤬ꤍꤟꤥ [The Bible in Western Kayah]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/kyuk_html.zip",,Primary texts,"Wycliffe Bible Translators, Inc.",2021,2021-11-01,All rights reserved,"Copyright © 2021 Wycliffe Bible Translators, Inc.",https://ebible.org/Scriptures/kyuk_html.zip,CLD-Bible-westernkayahk
kayabint,Bible in Kayabí,"The Bible, translated into Kayabí.",ebible.org,"Wycliffe Bible Translators, Inc. (2012): Janeruwarete 'Ga Je'eg [The Bible in Kayabí]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/kyzNT_html.zip",,Primary texts,"Wycliffe Bible Translators, Inc.",2012,2014-04-27,CCBYNCND-4.0,"Copyright © 2012 Wycliffe Bible Translators, Inc.",https://ebible.org/Scriptures/kyzNT_html.zip,CLD-Bible-kayabint
kosena,Bible in Kosena,"The Bible, translated into Kosena.",ebible.org,Wycliffe Bible Translators (1980): aúná-aimba simái tarúmakain-kwasai [The Bible in Kosena]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/kze_html.zip,,Primary texts,Wycliffe Bible Translators,1980,2015-01-26,CCBYNCND-4.0,"Copyright © 1980 Wycliffe Bible Translators, Inc.",https://ebible.org/Scriptures/kze_html.zip,CLD-Bible-kosena
lacandonnt,Bible in Lacandon,"The Bible, translated into Lacandon.",ebible.org,"Wycliffe Bible Translators, Inc. (1978): A quet u tʼʌnoʼ a ricʼbenoʼ [The Bible in Lacandon]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/lacNT_html.zip",,Primary texts,"Wycliffe Bible Translators, Inc.",1978,2014-04-30,CCBYNCND-4.0,"Copyright © 1978 Wycliffe Bible Translators, Inc.",https://ebible.org/Scriptures/lacNT_html.zip,CLD-Bible-lacandonnt
latinvuc,Bible in Latin,"The Bible, translated into Latin.",ebible.org,Jerome (): Bibbia Vulgata Clementina na 1598 [The Bible in Latin]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/latVUC_html.zip,,Primary texts,Jerome,,2014-08-23,Public Domain,public domain,https://ebible.org/Scriptures/latVUC_html.zip,CLD-Bible-latinvuc
label,Bible in Label,"The Bible, translated into Label.",ebible.org,Wycliffe Bible Translators (2012): Label Buk Baibel [The Bible in Label]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/lbb_html.zip,,Primary texts,Wycliffe Bible Translators,2012,2019-03-29,CCBYNCND-4.0,"Copyright © 2012-2019 Wycliffe Bible Translators, Inc.",https://ebible.org/Scriptures/lbb_html.zip,CLD-Bible-label
lehladakhi,Bible in Leh Ladakhi,"The Bible, translated into Leh Ladakhi.",ebible.org,"Wycliffe Bible Translators, Inc. (2020): Ladakhi [The Bible in Leh Ladakhi]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/lbj_html.zip",,Primary texts,"Wycliffe Bible Translators, Inc.",2020,2020-11-18,All rights reserved,"Copyright © 2020 Wycliffe Bible Translators, Inc.",https://ebible.org/Scriptures/lbj_html.zip,CLD-Bible-lehladakhi
